70000	1449031.375000	930805.812500	871697.687500	694536.937500	785286.312500	744196.312500	732555.812500	722844.875000	700309.812500	697076.937500	684626.562500	678820.812500	673060.375000	672026.875000	665208.750000	661637.437500	
80000	1822528.375000	1135391.625000	1106124.750000	885886.812500	1010011.187500	952081.625000	936342.062500	928956.250000	909463.625000	899177.125000	886904.937500	884711.187500	876263.437500	875557.500000	869261.125000	857820.812500	
90000	2334771.250000	1411163.375000	1328834.375000	1123687.250000	1265949.250000	1195243.000000	1170931.625000	1151656.625000	1136701.125000	1130075.500000	1124230.500000	1117051.875000	1104854.250000	1100238.750000	1091594.500000	1088113.625000	
100000	2895402.250000	1705657.625000	1619728.750000	1399026.375000	1536958.875000	1474355.250000	1433050.625000	1424795.125000	1399338.750000	1393009.750000	1363656.750000	1371013.125000	1356004.125000	1342525.250000	1348606.750000	1337757.375000	
200000	10750374.000000	5928865.500000	5807007.000000	5260741.500000	5730963.500000	5555697.000000	5426042.500000	5373037.500000	5355074.000000	5346486.000000	5329156.500000	5301479.000000	5282985.500000	5271622.500000	5252739.000000	5252257.500000	
300000	23698888.000000	12832199.000000	12854480.000000	11777984.000000	12530592.000000	12162527.000000	12000851.000000	11919003.000000	11862379.000000	11861844.000000	11825542.000000	11801977.000000	11771702.000000	11781696.000000	11719554.000000	11738122.000000	
400000	42077432.000000	22423082.000000	22810848.000000	20802344.000000	21978376.000000	21421894.000000	21146380.000000	21012010.000000	20913202.000000	20967546.000000	20827260.000000	20813734.000000	20859978.000000	20834596.000000	20744508.000000	20794752.000000	
500000	67868112.000000	35205928.000000	35139928.000000	32616570.000000	33865800.000000	33391386.000000	32877168.000000	32748224.000000	32651306.000000	32586272.000000	32530756.000000	32500806.000000	32421898.000000	32502128.000000	32392694.000000	32374332.000000	
600000	101143424.000000	49752488.000000	50756916.000000	46638856.000000	48636780.000000	48238744.000000	47241116.000000	46991744.000000	46825372.000000	46796928.000000	46759468.000000	46764264.000000	46666428.000000	46732896.000000	46569056.000000	46594516.000000	
700000	134216592.000000	66558936.000000	68182280.000000	63554144.000000	65901772.000000	65108064.000000	64145176.000000	63967180.000000	63736140.000000	63692696.000000	63563928.000000	63464792.000000	63392152.000000	63437976.000000	63371124.000000	63359680.000000	
800000	174747120.000000	87106616.000000	89023768.000000	82745232.000000	85478576.000000	84278320.000000	83292744.000000	83169168.000000	83166512.000000	83136504.000000	82910608.000000	82915368.000000	82795328.000000	82914376.000000	82673856.000000	82690576.000000	
900000	218669216.000000	112305648.000000	111863216.000000	105069488.000000	107494384.000000	106930264.000000	105721424.000000	105157648.000000	105254400.000000	105150552.000000	104897800.000000	104692496.000000	104848648.000000	104799312.000000	104687504.000000	104659224.000000	
1000000	269248960.000000	137219232.000000	140238208.000000	129374104.000000	133397632.000000	131929384.000000	130249040.000000	129741032.000000	129582296.000000	129556840.000000	129525672.000000	129354896.000000	129231592.000000	129279832.000000	129045160.000000	129074520.000000	
